,context,question,answer
47,"每个人都提出了各自不同的意见，应该做些什么，等等。帕姆的意见是一切都要照古老方式举行，要让出家为僧者为父母诵感恩经。但欧恩不同意。他说：“我请舅舅原谅，不要搞得太热闹。我不是在守夏节出家，也不是年纪一满就削发，太热闹，反而使我难堪。现在东西也很贵，搞得太热闹，也太浪费了。”
“噢，那就没有味道啦，欧恩。你要出家修行，就应该让我们这些在俗的亲人好好庆贺一番。”
欧恩转身看看帕洛伊，好像祈求妈妈的帮助，然后慢慢地说：
“由妈妈决定吧…”",“噢，那就没有味道啦，欧恩。你要出家修行，就应该让我们这些在俗的亲人好好庆贺一番。”,"{'帕姆', '舅舅'}"
48,每逢曹伊对自己讲起讷昂时，帕洛伊总是愉快地听着，唯恐漏掉一个字，一句话。“讷昂不是什么坏人，”一次她们坐在一块儿谈心时曹伊这样说，“我认为他是个乐观的人，好说说笑笑，喜欢玩乐。其实心里并不坏。因为我们的家庭就是这样的，这一点你是了解的。”每逢曹伊讲到讷昂时，帕洛伊总是静静地听，不知怎样回答曹伊好。,“讷昂不是什么坏人，”,{'曹伊'}
49,"第二天下午，佘威来了。正在为药发愁的达岸一见面就问起药来，佘威沉默了一会儿才慢吞吞地回答道：
“我们泰国的每一样东西，如果谁想搞，都能搞得到。主要之点在于我们能否给他所要的价钱。”
“好吧，佘威。”达岸焦急地说。“多少钱，你说吧！只要能治好妈妈的病就随它去。”
“达岸要的药是一种针剂。”佘威故弄玄虚道。“很难搞到，因为太少了。有药的人跟咱是朋友，一听说是妈妈病了，他乐意以比市场价格略低的价格让给我们。”
“他要多少？”
“他要每支四千五百妹。”佘威不动声色地说。
帕洛伊一听这个价钱魂儿几乎吓掉了，一支针药这么大的价钱，几乎使她的心停跳了一下。达岸这边也吓了一大跳。",“他要多少？”,{'达岸'}
50,每逢曹伊对自己讲起讷昂时，帕洛伊总是愉快地听着，唯恐漏掉一个字，一句话。“讷昂不是什么坏人，”一次她们坐在一块儿谈心时曹伊这样说，“我认为他是个乐观的人，好说说笑笑，喜欢玩乐。其实心里并不坏。因为我们的家庭就是这样的，这一点你是了解的。”每逢曹伊讲到讷昂时，帕洛伊总是静静地听，不知怎样回答曹伊好。,“我认为他是个乐观的人，好说说笑笑，喜欢玩乐。其实心里并不坏。因为我们的家庭就是这样的，这一点你是了解的。”,{'曹伊'}
51,"据说真一的朋友——一个学生，在神宫入口担任半个月的检票工作，他告诉真一：现时樱花正盛开。

    “是我叫他留心观察的，再没有比这个消息更确切的啦。”

    真一说着，浅浅一笑，笑得那样迷人。

    “他会留意我们吗？”千重子问。

    “他是个看门人，谁都得经过这道关卡才能进去的呀。”

    真一又笑了几声。“不过，如果你不愿意这样，咱们就分别进行，在院里的樱花树下相会好了。好在那些花，即便是独自一个人，也是百看不厌的。”

    “那么，你就一个人去看好罗。”

    “好是好，不过万一今晚来一场大雨，花全凋谢了，我可就不管了。”

    “我就看落花的景致呗。”",“我就看落花的景致呗。”,{'千重子'}
52,“帕洛伊最近身体可好？”讷昂在熟视帕洛伊良久后这样问道，“我们好久没见面了，你好像瘦了。没有什么不适吧？”在得到肯定回答后又接着说：“我每次来都渴望见到你，可就是见不到你。我是多么想念你啊！你也真能深居简出，一点也不想我吗？”“也想。但如果我常常出来跟你会面，我担心别人说闲话。我不是你的亲妹妹，现在我们都大了，不能再象孩子时那样自由地在一块儿玩耍、谈笑。我们应该小心谨慎才是，以防别人说闲话。”,“也想。但如果我常常出来跟你会面，我担心别人说闲话。我不是你的亲妹妹，现在我们都大了，不能再象孩子时那样自由地在一块儿玩耍、谈笑。我们应该小心谨慎才是，以防别人说闲话。”,{'帕洛伊'}
53,"真一领头踏上了池子的踏石。这叫做“涉水”。这是一种圆踏石，就像把华表切断排列起来似的。千重子踏上去，有时还得稍稍撩起和服的下摆。

    真一回过头来说：“我背你过去。”

    “不妨试试，我佩服你。”

    当然，这些踏石连老太婆都走得过去。

    踏石边上也漂浮着睡莲的叶子。而靠近对岸，踏石周围的水面，倒映着小松树的影子。",“不妨试试，我佩服你。”,{'千重子'}
54,"谈完了这些，帕姆话锋一转，问：
“帕洛伊认不认得布雷木？”
帕洛伊一听这个名字猛吃一惊，随即反问：
“哪个布雷木？我不认得！”
“我的朋友布雷木，他是国王侍从官。他告诉我说他认得帕洛伊，常常遇见你。”
“我不认得他，帕姆。宫中的人成百上千，谁会全认识。就说你吧，你怎么和他认识的？”",“我的朋友布雷木，他是国王侍从官。他告诉我说他认得帕洛伊，常常遇见你。”,{'帕姆'}
55,"每次更换，父亲都感激千重子的体贴，并把这些丝绸的掌故告诉她，诸如这是爪哇的产品，那是伊朗的，或这是什么年代，那是什么图案等等。这种详细的解说，千重子也有些地方听不懂。

    “做袋子太可惜，剪开用作茶道的小绸巾又嫌太大，要是做腰带，大概可以做几条吧。”千重子有一回把帷幔环视了一圈，这么说道。

    “拿剪刀来……”太吉郎说。

    父亲接过剪刀，就手把帷幔剪开，真不愧是名师巧手。

    千重子大吃一惊，眼睛湿润了。

    “爸爸，不行吧？”

    “没关系，没关系，你系上这种印花腰带，说不定我还会想出更好的图案来呢。”",“没关系，没关系，你系上这种印花腰带，说不定我还会想出更好的图案来呢。”,"{'太吉郎', '父亲', '爸爸'}"
56,"“谈完了这些，帕姆话锋一转，问：
“帕洛伊认不认得布雷木？”
帕洛伊一听这个名字猛吃一惊，随即反问：
“哪个布雷木？我不认得！”
“我的朋友布雷木，他是国王侍从官。他告诉我说他认得帕洛伊，常常遇见你。”
“我不认得他，帕姆。宫中的人成百上千，谁会全认识。就说你吧，你怎么和他认识的？”",“我不认得他，帕姆。宫中的人成百上千，谁会全认识。就说你吧，你怎么和他认识的？”,{'帕洛伊'}
57,"千重子准备好了吃樽源豆腐用的餐具，然后端了出来。——这些餐具都是从自己家里带来的。

    千重子很勤快地伺候着她的父亲。

    “你也一块儿吃点好吗？”父亲说。

    “嗯……”千重子回答。

    父亲从女儿的肩膀到胸口上下大量了一下，说：

    “太朴素了。你光穿我构图的衣裳啊。恐怕只有你一个人愿意穿这些，因为这都是卖不出去的啊……”

    “我喜欢它才穿的，挺好嘛。”

    “嗯，只是太朴素了。”

    “朴素是朴素，不过……”",“我喜欢它才穿的，挺好嘛。”,{'千重子'}
58,"一天，匹特来找帕洛伊，并问：
“昆帕洛伊，什么时候回宫里去？已经来了十天了。”
“我也正想着，要尽快地回去。”帕洛伊说道，“但翠伊还要我们再住儿天。‘匹特做什么呢？”
“奴不做什么。最好两三天就回去，再住下可能会出事了。”
“出什么事呀，匹特？”帕洛伊一听要出事了，心里立即不舒服起来，“我没跟人发生什么冲突呀！”
“你没有，但奴天天跟她们发生冲突。现在奴要到小船上买东西吃了，你可知道？因为我不想进厨房。这个家里的人，天天都在骂给我听！”
“骂谁呀？”
“不指名地骂。但奴也猜得出。如果再住下去，总有一天要出事。奴可再也忍受不下去了，大打一场才能出这口气！”",“你没有，但奴天天跟她们发生冲突。现在奴要到小船上买东西吃了，你可知道？因为我不想进厨房。这个家里的人，天天都在骂给我听！”,{'匹特'}
59,"阿繁同丈夫保持一定的距离，紧挨着女儿身旁。千重子心里觉得好笑，脸上却没有表露出来。

    “妈，白郁金香园前面那堆人，好像是在相亲哩。”千重子向母亲窃窃耳语。

    “噢，可能是吧。”

    “咱们去看看吧，妈。”

    母亲被女儿拽着袖子走。",“噢，可能是吧。”,"{'母亲', '阿繁', '妈'}"
60,"一天，匹特来找帕洛伊，并问：
“昆帕洛伊，什么时候回宫里去？已经来了十天了。”
“我也正想着，要尽快地回去。”帕洛伊说道，“但翠伊还要我们再住儿天。‘匹特做什么呢？”
“奴不做什么。最好两三天就回去，再住下可能会出事了。”
“出什么事呀，匹特？”帕洛伊一听要出事了，心里立即不舒服起来，“我没跟人发生什么冲突呀！”
“你没有，但奴天天跟她们发生冲突。现在奴要到小船上买东西吃了，你可知道？因为我不想进厨房。这个家里的人，天天都在骂给我听！”
“骂谁呀？”
“不指名地骂。但奴也猜得出。如果再住下去，总有一天要出事。奴可再也忍受不下去了，大打一场才能出这口气！”",“我没跟人发生什么冲突呀！”,"{'昆帕洛伊', '帕洛伊'}"
61,"太吉郎无可奈何，又在花丛中走起来。

    “佐田先生……没错，是佐田先生。”有人喊道。

    “啊，是大友先生。秀男一道来了吗？”太吉郎说，“没想到会在这儿……”

    “可不，我也没想到……”宗助说着，深深鞠了一躬。

    “我很喜欢这里的樟树林荫道，一直等待植物园的重新开放。这些樟树都有五六十年了。我们是信步走过来的。”宗助又抱歉说：“前些日子，我孩子太不懂礼貌了……”",“佐田先生……没错，是佐田先生。”,"{'大友先生', '宗助'}"
62,"一天，匹特来找帕洛伊，并问：
“昆帕洛伊，什么时候回宫里去？已经来了十天了。”
“我也正想着，要尽快地回去。”帕洛伊说道，“但翠伊还要我们再住儿天。‘匹特做什么呢？”
“奴不做什么。最好两三天就回去，再住下可能会出事了。”
“出什么事呀，匹特？”帕洛伊一听要出事了，心里立即不舒服起来，“我没跟人发生什么冲突呀！”
“你没有，但奴天天跟她们发生冲突。现在奴要到小船上买东西吃了，你可知道？因为我不想进厨房。这个家里的人，天天都在骂给我听！”
“骂谁呀？”
“不指名地骂。但奴也猜得出。如果再住下去，总有一天要出事。奴可再也忍受不下去了，大打一场才能出这口气！”",“不指名地骂。但奴也猜得出。如果再住下去，总有一天要出事。奴可再也忍受不下去了，大打一场才能出这口气！”,{'匹特'}
63,"“秀男这孩子很稳重。”太吉郎试探宗助说，“虽年轻，但为人可靠啊。真是……”

    “噢，谢谢。”宗助若无其事地说，“他干起活来，倒是蛮卖力气的。不过，在人前尽出纰漏，鲁莽……叫人不放心啊。”

    “那好嘛。我打那次以后，一直挨秀男训……”太吉郎反而高兴地说。

    “真是的，请你原谅，那孩子太……”宗助鞠了鞠躬，“连父母的话，他不理解的就不听从。”

    “这很好嘛。”太吉郎点点头，“今天又为什么只带秀男一个人出来呢？”

    “如果连他弟弟也带来，家里的织机不就得停下来了吗？加上这孩子个性倔强，我想让他在我所喜欢的樟树林荫道上走走，也许能使他受到熏陶，变得温柔些……”

    “这条林荫道真好啊。其实，大友先生，你要知道，我也是受到秀男的好心劝告，才把阿繁和千重子带到这儿来的呀。”",“如果连他弟弟也带来，家里的织机不就得停下来了吗？加上这孩子个性倔强，我想让他在我所喜欢的樟树林荫道上走走，也许能使他受到熏陶，变得温柔些……”,"{'大友先生', '宗助'}"
